college_name,rating,location,courses_offered,tution_fee,exams_accepted,highest_package
DY Patil Technical Campus - Lohegaon,4,MAHARASHTRA,B.Tech / B.E.,"₹2,41,500",-,
Surendra Institute of Engineering and Management,5,WEST BENGAL,B.Tech / B.E.,"₹3,50,500",-,
Surendra Institute of Engineering and Management,5,WEST BENGAL,B.Tech / B.E.,"₹3,50,500",-,
Maharana Pratap Polytechnic,5,UTTAR PRADESH,B.Tech / B.E.,"₹57,000",-,
Bajaj Institute of Technology,4,MAHARASHTRA,B.Tech / B.E.,"₹3,80,000",-,
"NRI Institute of Technology (NRIH) ,Kukatpally, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,42,500",-,10
"Angadi Institute of Technology and Management ,Belgaum",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
Government Polytechnic College - Jodhpur,3,RAJASTHAN,B.Tech / B.E.,"₹34,000",-,
Picasso Animation College,5,DELHI NCR,B.Tech / B.E.,Get Fee Details,-,
S J E S Educational Institution,4.2,KARNATAKA,B.Tech / B.E.,"₹40,000",-,
Nitte School of Architecture Planning & Design,4.2,KARNATAKA,B.Tech / B.E.,Get Fee Details,-,
SLC Institute of Engineering and Technology,3,TELANGANA,B.Tech / B.E.,"₹1,47,500",-,
Techno Engineering College - Banipur,2.3,WEST BENGAL,B.Tech / B.E.,"₹3,00,000",-,
"NRI Group of Institutions ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Andhra Loyola Institute of Engineering and Technology ,Vijayawada",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,01,000",-,
Katihar Engineering College (KEC),3,BIHAR,B.Tech / B.E.,Get Fee Details,-,
Rajiv Gandhi Government Engineering College,4,HIMACHAL PRADESH,B.Tech / B.E.,"₹2,02,500",-,
Agnihotri College of Engineering - Wardha,4,MAHARASHTRA,B.Tech / B.E.,"₹3,00,000",-,
Cooch Behar Government Engineering College,5,WEST BENGAL,B.Tech / B.E.,"₹72,500",-,
Kashi Institute of Management and Science,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,83,500",-,
"Nova's Institute Of Technology ,Eluru",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Andhra Engineering College ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"PKG College of Engineering and Technology ,Panipat",4.2,HARYANA,B.Tech / B.E.,Get Fee Details,-,
"P.A. Aziz College of Engineering and Technology ,Thiruvananthapuram",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,
East West College of Engineering,4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
Navodaya Institute of Technology,4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
Dream Institute of Technology,4.2,WEST BENGAL,B.Tech / B.E.,"₹3,70,000",-,10
PSG Institute Of Technology and Applied Research,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Aurora Group of Institutions,4.2,TELANGANA,B.Tech / B.E.,"₹1,12,000",-,
"Pimpri Chinchwad College of Engineering ,Nigdi, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,54,000",-,
"As-Salam College of Engineering and Technology ,Thanjavur",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,3
Jain College,3.3,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
Euro Tech Maritime Academy,4.2,KERALA,B.Tech / B.E.,"₹10,00,000",IMU CET,
Masters Union,4.2,HARYANA,B.Tech / B.E.,"₹47,17,000",-,
Mind Power University,4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,-,
Shri Khushal Das University,4.2,RAJASTHAN,B.Tech / B.E.,Get Fee Details,-,
"Pimpri Chinchwad College of Engineering and Research ,Ravet, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,26,000",-,
"Aryans College of Engineering ,Rajpura",4.2,PUNJAB,B.Tech / B.E.,"₹2,40,000",-,3
Sri Sri University,4.3,ODISHA,B.Tech / B.E.,Get Fee Details,-,
Cochin University of Science and Technology (CUSAT) - School of Legal Studies,4.7,KERALA,B.Tech / B.E.,"₹1,05,000",-,
IITM college of Engineering,4.2,DELHI NCR,B.Tech / B.E.,"₹5,50,000",-,
Mohan Babu University,4.2,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,-,
"A.G. Patil Institute of Technology, Soregaon ,Solapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,48,000",-,10
"A.K.T. Memorial College of Engineering and Technology ,Kanchipuram",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"PNS Institute of Technology ,Tumkur Road, Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹2,29,500",-,
"Ashokrao Mane Group of Institutions (AMGOI) ,Kolhapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,66,500",-,6
"A1 Global Institute Of Engineering and Technology ,Prakasam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"AAA College of Engineering and Technology ,Virudhunagar",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Aakash Internation Business Management College ,Nagarbhavi, Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹12,500",-,
"AAR Mahaveer Engineering College ,Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,92,000",-,
"Aarya-Veer College Of Engineering & Technology ,Rajkot",4.2,GUJARAT,B.Tech / B.E.,"₹2,32,000",-,
"Abacus Institute of Engineering and Management ,Hooghly",4.2,WEST BENGAL,B.Tech / B.E.,"₹2,63,500",-,
"PKG College of Engineering and Technology ,Panipat",4.2,HARYANA,B.Tech / B.E.,Get Fee Details,-,
"Ashoka Institute of Technology and Management ,Chhattisgarh - Other",4.2,CHATTISGARH,B.Tech / B.E.,"₹1,50,000",-,
"ABR College of Engineering and Technology (ABRCET) ,Prakasam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Achariya College of Engineering Technology ,Pondicherry",4.2,PUDUCHERRY,B.Tech / B.E.,"₹1,70,000",-,
"Achutha Institute of Technology ,Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,34,000",-,
"Adarsha Institute of Technology ,Kundana, Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,00,000",-,
"Adhiparasakthi College of Engineering ,Tamil Nadu - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Adichunchanagiri Institute of Technology ,Chikkamagaluru",4.2,KARNATAKA,B.Tech / B.E.,"₹4,02,000",-,
"Pimpri Chinchwad College of Engineering ,Nigdi, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,54,000",-,
"Panimalar Institute of Technology ,Poonamallee, Chennai",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,6
"Advanced Educational Institutions ,Palwal",4.2,HARYANA,B.Tech / B.E.,"₹2,95,000",-,
"Adwaita Mission Institute of Technology ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,"₹3,40,000",-,9
"AGMR College of Engineering and Technology (AGMR) ,Hubli",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,27
"Agricultural Engineering College And Research Institute, Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹36,000",-,2
"Agricultural Engineering College and Research Institute, Tiruchirappalli",4.2,TAMIL NADU,B.Tech / B.E.,"₹4,94,000",-,
"Agriculture University, Jodhpur",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,
"Shri Sangved Sanskrit Mahavidyalaya ,Uttar Pradesh - Other",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Dr. Rizvi College of Engineering ,Uttar Pradesh - Other",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,04,500",-,
"Aklia Group of Institutions ,Bathinda",4.2,PUNJAB,B.Tech / B.E.,"₹3,09,000",-,26
"Akshaya Institute of Technology ,Tumkur",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,30
"Al-Ameen Engineering College ,Palakkad",4.2,TAMIL NADU,B.Tech / B.E.,"₹1,78,000",-,9
"Al Azhar College of Engineering and Technology ,Idukki",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,9
"Alamuri Ratnamala Institute of Engineering and Technology ,Thane",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,54,500",-,
"Alard Group of Institutes ,Hinjewadi, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹7,70,000",-,41
"Shri Sai College of Engineering and Technology (SSCET Chandrapur) ,Nagpur",4.2,PUNJAB,B.Tech / B.E.,"₹3,10,000",-,
"Shivpuri Institute of Technology ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹91,000",-,
"Alpha College of Engineering, Bangalore ,Kannur",4.2,KARNATAKA,B.Tech / B.E.,"₹2,17,000",-,
"Alpine Institute of Paramedical Science ,Dehradun",4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,-,8
"Alva’s College, Moodbidire ,Mangalore",4.2,KARNATAKA,B.Tech / B.E.,Get Fee Details,-,8
"Aman Bhalla Institute of Engineering and Technology ,Gurdaspur",4.2,PUNJAB,B.Tech / B.E.,"₹2,40,000",-,
"Amani Group of Institutions ,Amroha",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,28
"Amara Institute of Engineering and Technology ,Andhra Pradesh - Other",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,25,000",-,9
"Rashtrakavi Ramdhari Singh Dinkar College of Engineering ,Begusarai",4.2,BIHAR,B.Tech / B.E.,"₹10,500",-,
Buddha Institute of Technology (BIT Gorakhpur),4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,24,000",-,
"Amrapali Group of Institutes ,Haldwani",4.2,UTTARAKHAND,B.Tech / B.E.,"₹3,55,000",-,
Amritsar Group of Colleges,4.2,PUNJAB,B.Tech / B.E.,"₹2,41,000",-,8
"Anakapalle Merchants Association Konathala Subrahmanyam and Immedisetty Kanakaraju College of Technology and Management ,Visakhapatnam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
Anand Agricultural University,4.2,GUJARAT,B.Tech / B.E.,Get Fee Details,-,14
"Anand Engineering College ,Agra",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,76,500",-,
"Anant National University (AnantU) ,Bopal, Ahmedabad",4.2,GUJARAT,B.Tech / B.E.,"₹10,00,000",-,26
"Rao Pahlad Singh Group of Institutions ,Haryana - Other",4.2,HARYANA,B.Tech / B.E.,"₹1,99,000",-,
"Buchepalli Venkayamma Subbareddy Engineering College ,Prakasam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Andhra Engineering College ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Andhra Loyola Institute of Engineering and Technology ,Vijayawada",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,01,000",-,
"Angadi Institute of Technology and Management ,Belgaum",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
"Annai Vailankanni College of Engineering ,Kanyakumari",4.2,TAMIL NADU,B.Tech / B.E.,"₹1,93,000",-,
"Annai Veilankanni’s College of Engineering ,Gandhi Irwin Road, Chennai",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,5
"Annamacharya Institute of Technology and Sciences,Rajampet ,Kadapa",4.2,TELANGANA,B.Tech / B.E.,"₹2,66,500",-,
"Rao Birender Singh State Institute of Engineering and Technology ,Rewari",4.2,HARYANA,B.Tech / B.E.,"₹1,20,000",-,
"BRRC'S College of Engineering ,Nashik",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"Anu Bose Institute of Technology ,Khammam",4.2,TELANGANA,B.Tech / B.E.,"₹3,00,000",-,9
"Anurag Engineering College ,Telangana-Other",4.2,TELANGANA,B.Tech / B.E.,"₹2,92,000",-,24
"Apex Group of Institutions ,Jaipur",4.2,RAJASTHAN,B.Tech / B.E.,"₹2,39,500",-,
"Apex Institute of Technology ,Rampur",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,06,000",-,
"Archana College of Engineering ,Kerala - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,60,000",-,9
"Aringer Anna College of Engineering and Technology ,Mettupalayam",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,11
"Visvodaya Engineering College ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,48,500",-,
"Cheran College Of Engineering ,Karur",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,10
"Arunachala College of Engineering for Women ,Tamil Nadu - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,05,500",-,
"Arunai Engineering College ,Tamil Nadu - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹1,82,500",-,8
"Arvind Gavali College of Engineering ,Satara",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,84,000",-,
"Aryanet Institute of Technology(AIT, Palakkad) ,Kerala - Other",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,4
"Aryans College of Engineering ,Rajpura",4.2,PUNJAB,B.Tech / B.E.,"₹2,40,000",-,3
"As-Salam College of Engineering and Technology ,Thanjavur",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,3
"Sadguru Swamy Nithyananda Institute of Technology ,Kasargode",4.2,KERALA,B.Tech / B.E.,"₹2,80,000",-,
"Chebrolu Engineering College ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,13
"Ashoka Institute of Technology and Management ,Chhattisgarh - Other",4.2,CHATTISGARH,B.Tech / B.E.,"₹1,50,000",-,
"Ashokrao Mane Group of Institutions (AMGOI) ,Kolhapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,66,500",-,6
"Asra Group of Institutions ,Tehsil Bhawanigarh",4.2,PUNJAB,B.Tech / B.E.,Get Fee Details,-,
"Atal Bihari Vajpayee Government Institute of Engineering and Technology ,Shimla",4.2,HIMACHAL PRADESH,B.Tech / B.E.,"₹1,79,500",-,20
"Audisankara College of Engineering for Women ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,24,000",-,
"Audisankara Institute of Technology ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,60,000",-,
"Sanskar College of Engineering and Technology, Sanskar Educational Group ,Ghaziabad",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,12,000",-,
"College of Applied Sciences, Malappuram",4.2,KERALA,B.Tech / B.E.,Get Fee Details,-,
"Avanthi's Research and Technological Academy ,Andhra Pradesh - Other",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,57,000",-,17
"AVN Institute of Engineering and Technology (AVNIET) ,Ranga Reddy",4.2,TELANGANA,B.Tech / B.E.,"₹2,98,500",-,17
"Avvaiyar College of Engineering and Technology for Women ,Pondicherry",4.2,PUDUCHERRY,B.Tech / B.E.,"₹1,16,000",-,50
"Axis College of Engineering and Technology ,Thrissur",4.2,KERALA,B.Tech / B.E.,"₹3,00,000",-,24
"Azmet Institute of Technology ,Kishanganj",4.2,BIHAR,B.Tech / B.E.,"₹2,40,000",-,
"B.A. College of Engineering and Technology ,Jamshedpur",4.2,JHARKHAND,B.Tech / B.E.,"₹2,39,000",-,20
"Sanmati Engineering College, Washim ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,48,000",-,
"College of Agriculture, Mul-Maroda - Dr Panjabrao Deshmukh Krishi Vidyapeeth ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"B. P. Mandal College of Engineering ,Madhepura",4.2,BIHAR,B.Tech / B.E.,"₹80,000",-,17
"Baba Mangal Singh Institute of Management and Technology ,Moga",4.2,PUNJAB,B.Tech / B.E.,Get Fee Details,-,
"Babu Sunder Singh Institute of Technology and Management ,Lucknow",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,21,000",-,27
"Bagula Mukhi College of Technology ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,82,000",-,72
"Bakhtiyarpur College of Engineering ,Patna",4.2,BIHAR,B.Tech / B.E.,"₹1,40,000",-,
"Bal Krishna Institute of Technology ,Kota",4.2,RAJASTHAN,B.Tech / B.E.,"₹2,69,000",-,
"Sanketika Institute of Technology and Management ,Visakhapatnam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"College of Agriculture Engineering, Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,40,000",-,
"Balwant Singh Mukhiya College of Engineering ,Roorkee",4.2,UTTARAKHAND,B.Tech / B.E.,"₹2,61,000",-,5
"Bandari Srinivas Institute of Technology ,Ranga Reddy",4.2,TELANGANA,B.Tech / B.E.,"₹1,74,000",-,
"Bansal College of Engineering ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,10
"Bapatla Women's Engineering College ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,44,000",-,9
"Bapu Institute of Technology and Management ,Morena",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,94,000",-,11
"Barak Valley Engineering College ,Assam - Other",4.2,ASSAM,B.Tech / B.E.,"₹55,500",-,5
"Shramshakti College of Agricultural Engineering ,Ahmednagar",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,80,000",-,
"Dattakala Institute ,Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,00,000",-,9
"Bengal Institute of Technology and Management ,Birbhum",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,56,000",-,21
"BFIT Group of Institutions ,Dehradun",4.2,UTTARAKHAND,B.Tech / B.E.,"₹3,93,000",-,
"Bhabha College of Engineering ,Kanpur",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Bhabha Engineering Research Institute ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,76,000",-,10
"Bhagwan Arihant Institute Of Technology, Bhagwan Mahavir University ,Surat",4.2,GUJARAT,B.Tech / B.E.,"₹2,68,000",-,
"Bhagwan Mahavir College Of Engineering And Technology, Bhagwan Mahavir University ,Surat",4.2,GUJARAT,B.Tech / B.E.,"₹3,04,000",-,9
Rathinam Technical Campus powered by Sunstone,4.2,TAMIL NADU,B.Tech / B.E.,"₹16,00,000",-,
"Daripally Anantha Ramulu College of Engineering and Technology ,Khammam",4.2,TELANGANA,B.Tech / B.E.,"₹1,68,000",-,
"Bharat Mishra Sanskrit College ,Chapra",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Bharath College of Engineering and Technology for Women ,Kadapa",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,4
"Bharath Educational Society Group of Insittutions ,Chittoor",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,8
"Bhargava College of Engineering and Technology ,Samba",4.2,JAMMU & KASHMIR,B.Tech / B.E.,"₹1,92,000",-,
"Bharti Group of Institutions ,Durg",4.2,CHATTISGARH,B.Tech / B.E.,"₹1,31,000",-,
"Bhawani Sao Ramlal Sao Memorial College of Agricultural Engineering and Technology and Research Station ,Chhattisgarh - Other",4.2,CHATTISGARH,B.Tech / B.E.,"₹77,000",-,10
"Sha-Shib College of Engineering, Sha- Shib Group of Institutions ,Chikkaballapur, Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
"CSI Wesley Institute of Technology and Sciences ,Secunderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,40,000",-,
"Biluru Gurubasava Mahaswamiji Institute of Technology ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹3,34,000",-,10
"Bineswar Brahma Engineering College ,Kokrajhar",4.2,ASSAM,B.Tech / B.E.,"₹51,000",-,4
"Birla Institute of Technology, Mesra - Deoghar Extension Center ,Jharkhand - Other",4.2,JHARKHAND,B.Tech / B.E.,"₹10,00,000",-,25
"Bishambhar Sahay Institute of Technology ,Roorkee",4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,-,
"BMS College of Engineering ,Basavanagudi, Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,500",-,12
"BNES College ,Bangalore",4.2,KARNATAKA,B.Tech / B.E.,Get Fee Details,-,
"Seth Sriniwas Agarwal Institute of Engineering and Technology (SSAIET) ,Kanpur",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,12,000",-,
"College of Technology and Engineering ,Udaipur",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,10
"BRRC'S College of Engineering ,Nashik",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"Buchepalli Venkayamma Subbareddy Engineering College ,Prakasam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
Buddha Institute of Technology (BIT Gorakhpur),4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,24,000",-,
"Buddha Institute of Technology ,Gaya",4.2,BIHAR,B.Tech / B.E.,"₹2,80,000",-,
"Bundelkhand Institute of Engineering and Technology ,Jhansi",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,31,000",-,9
"BV Raju Institute of Technology ,Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹4,38,000",-,
"Seshachala Institute of Engineering and Technology ,Chittoor",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"SBIT - Shri Balwant Institute of Technology ,Sonepat",4.2,HARYANA,B.Tech / B.E.,"₹3,98,000",-,
"Canara Engineering College ,Mangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,68,000",-,8
"Cauvery Institute of Technology ,Mandya",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,11
"CBS College of Engineering and Management ,Agra",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,11
"CCE - Christ College Of Engineering ,Thrissur",4.2,KERALA,B.Tech / B.E.,"₹3,00,000",-,5
"Central Institute of Plastics Engineering and Technology, Chennai ,Guindy",4.2,GUJARAT,B.Tech / B.E.,"₹2,00,000",-,
"Central Institute of Plastics Engineering and Technology, Jaipur",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,22
Maharshi Dayanand Saraswati University,3.9,RAJASTHAN,B.Tech / B.E.,Get Fee Details,-,
"Dr. M.V. Shetty Institute of Technology ,Mangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,90,000",-,
"Chaibasa Engineering College ,Jharkhand - Other",4.2,JHARKHAND,B.Tech / B.E.,"₹2,63,000",-,
"Chaitanya Bharathi Institute of Technology, Kadapa",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹4,87,000",-,
"Chaitanya Institute Of Science And Technology ,Kakinada",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,17
"Chalapathi Institute of Engineering and Technology ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,46,500",-,
"Chebrolu Engineering College ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,13
"Cheran College Of Engineering ,Karur",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,10
"Shri Ramdeobaba College of Engineering and Management ,Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹5,41,500",-,
"Dr M C Saxena Institute Of Engineering And Management, Lucknow",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Chhattisgarh College of Agricultural Engineering ,Durg",4.2,CHATTISGARH,B.Tech / B.E.,"₹1,50,000",-,
"Chhattisgarh Institute of Technology ,Chhattisgarh - Other",4.2,CHATTISGARH,B.Tech / B.E.,"₹2,78,000",-,
"Chhotubhai Gopalbhai Patel Institute of Technology ,Surat",4.2,GUJARAT,B.Tech / B.E.,"₹3,16,000",-,
"Chiranjeevi Reddy Institute of Engineering and Technology ,Anantapur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Christ Institute of Technology (Formerly Dr.S.J.S.Paul Memorial College of Engineering and Technology) ,Pondicherry",4.2,PUDUCHERRY,B.Tech / B.E.,"₹1,93,000",-,10
Christian College of Engineering and Technology (Bhilai),4.2,CHATTISGARH,B.Tech / B.E.,"₹2,61,000",-,9
"Sou. Vasudhatai Deshmukh College of Food Technology ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,00,000",-,
"Gayatri Institute of Engineering and Technology ,Ganjam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"CIT - Channabasaveshwara Institute Of Technology ,Tumkur",4.2,KARNATAKA,B.Tech / B.E.,"₹3,66,000",-,9
"Cochin College of Engineering and Technology, Malappuram",4.2,KERALA,B.Tech / B.E.,"₹1,71,500",-,70
"College of Agricultural Engineering and Technology, Dapoli ,Ratnagiri",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"College of Agricultural Engineering and Technology, Junagadh Agricultural University",4.2,GUJARAT,B.Tech / B.E.,"₹68,000",-,
"College Of Agricultural Engineering,Bapatla ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹40,000",-,
"College of Agricultural Engineering- Dediapada, Navsari Agricultural University ,Gujarat - Other",4.2,GUJARAT,B.Tech / B.E.,Get Fee Details,-,
"Sou. KSK Alias Kaku College of Food Technology ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,46,000",-,
"Gargi Memorial Institute of Technology ,Baruipur, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,27,000",-,9
"College of Agriculture Engineering, Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,40,000",-,
"College of Agriculture, Mul-Maroda - Dr Panjabrao Deshmukh Krishi Vidyapeeth ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"College of Applied Sciences, Malappuram",4.2,KERALA,B.Tech / B.E.,Get Fee Details,-,
"College of Dairy Science and Technology, Idukki - Kerala Veterinary and Animal Sciences University",4.2,KERALA,B.Tech / B.E.,"₹33,500",-,20
"College of Dairy Science and Technology, Thiruvananthapuram - Kerala Veterinary and Animal Sciences University",4.2,GUJARAT,B.Tech / B.E.,"₹33,500",-,20
"College of Dairy Technology, Sri Venkateswara Veterinary University ,Chittoor",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹40,000",-,
"SoET, Pandit Deendayal Energy University (PDEU) ,Gandhinagar",4.2,GUJARAT,B.Tech / B.E.,"₹9,60,000",-,
"Sir C.V Raman Institute of Technology Sciences ,Anantapur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"College of Engineering and Technology,Kannur",4.2,KERALA,B.Tech / B.E.,"₹3,00,000",-,
"College of Engineering and Technology, Shegaon - Mauli's Group of Institutions ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,64,000",-,
College Of Engineering For Women,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,67,500",-,
"College of Engineering Manthani, Jawaharlal Nehru Technological University, Hyderabad ,Peddapalli",4.2,TELANGANA,B.Tech / B.E.,"₹1,45,500",-,9
"College of Engineering, Muttathara ,Thiruvananthapuram",4.2,KERALA,B.Tech / B.E.,"₹1,40,000",-,
"College of Engineering, Pune ,Shivaji Nagar",4.2,MAHARASHTRA,B.Tech / B.E.,"₹75,000",-,
"Vignan Institute of Technology and Science ,Nalgonda",4.2,TELANGANA,B.Tech / B.E.,"₹3,72,000",-,
